USD;4.268
AUD;3.1333
CAD;3.3771
EUR;4.7289
HUF;0.012458
CHF;4.647
GBP;5.702
JPY;0.036917
CZK;0.1841
DKK;0.6357
NOK;0.4806
SEK;0.4394
XDR;5.921
